[['48.6521269, -117.9329583'], ['mountain', 3.1735675e-05], ['nature and woods', 2.9545303e-05], ['nature and woods', 2.1660055e-05]]
[['47.2823552, -117.8825169'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.28883219999999, -117.883993'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2890842, -117.8856672'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3239759, -117.8886467'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3248361, -117.8847434'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3256843, -117.880858'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3361652, -117.8795795'], ['non-scenic', 4.6054451e-05], ['non-scenic', 2.3127102e-05], ['non-scenic', 1.5052321e-05]]
[['47.3467603, -117.8813167'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.35931979999999, -117.8899745'], ['fields', 0.0001624619], ['non-scenic', 1.9481475e-05], ['non-scenic', 6.6442294e-06]]
[['47.3657075, -117.8838644'], ['non-scenic', 8.8311926e-06], ['fields', 4.3607147e-06], ['non-scenic', 1.4678707e-06]]
[['47.3714334, -117.8781526'], ['non-scenic', 0.00011278521], ['non-scenic', 4.2418862e-05], ['non-scenic', 3.4423256e-06]]
[['47.3763893, -117.8715463'], ['nature and woods', 0.00013732999], ['non-scenic', 3.1355034e-05], ['non-scenic', 2.8605841e-06]]
[['47.40228519999999, -117.8897277'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4028615, -117.888957'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4059952, -117.8824997'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4237516, -117.8816674'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4238504, -117.8829733'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.436682, -117.8823111'], ['non-scenic', 0.0017350531], ['non-scenic', 1.8527662e-05], ['non-scenic', 2.2723445e-06]]
[['47.4372413, -117.8790985'], ['non-scenic', 0.00049591885], ['non-scenic', 2.1232076e-05], ['non-scenic', 7.3489664e-06]]
[['47.45854749999999, -117.8648353'], ['water', 6.2689898e-05], ['non-scenic', 1.0205542e-05], ['non-scenic', 5.8961018e-06]]
[['47.4941359, -117.8824049'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.494136, -117.8824477'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4989035, -117.8777122'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5079936, -117.8823746'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.51934319999999, -117.8835547'], ['non-scenic', 0.00057411694], ['fields', 1.6548756e-05], ['fields', 2.2012634e-06]]
[['47.5215542, -117.8779305'], ['non-scenic', 0.00081821933], ['fields', 7.857986e-06], ['non-scenic', 7.6748038e-06]]
[['47.5362132, -117.8824631'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5450582, -117.8866458'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5506789, -117.886772'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5653063, -117.8824404'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5686079, -117.8887582'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5798891, -117.8824997'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5798932, -117.8827835'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6038702, -117.8824914'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6080791, -117.8867557'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.617073, -117.8837868'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6262344, -117.8838137'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6350738, -117.8837413'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6440782, -117.8839054'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6530552, -117.8838825'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6620966, -117.8838883'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6711746, -117.8820048'], ['non-scenic', 0.00045287036], ['non-scenic', 0.00016914318], ['non-scenic', 0.00010463817]]
[['47.6805902, -117.8792737'], ['non-scenic', 1.9062918e-05], ['non-scenic', 1.8666295e-05], ['non-scenic', 5.7336983e-06]]
[['47.6891049, -117.8822298'], ['non-scenic', 7.4602511e-05], ['non-scenic', 4.4788223e-05], ['non-scenic', 1.9143383e-05]]
[['47.6975232, -117.8795744'], ['non-scenic', 1.055999e-05], ['non-scenic', 7.3062292e-06], ['fields', 2.1318485e-06]]
[['47.7058621, -117.8760562'], ['non-scenic', 8.040397e-06], ['non-scenic', 6.5217578e-06], ['non-scenic', 4.6708406e-06]]
[['47.7158615, -117.8824609'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7250633, -117.8849751'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7305236, -117.8853448'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7426459, -117.8840781'], ['nature and woods', 1.2046766e-05], ['non-scenic', 6.863716e-06], ['non-scenic', 2.6091327e-06]]
[['47.7510309, -117.8877158'], ['non-scenic', 4.6108704e-05], ['non-scenic', 2.517772e-05], ['nature and woods', 2.3259168e-05]]
[['47.7622079, -117.8906953'], ['nature and woods', 8.3278737e-06], ['nature and woods', 6.8497452e-06], ['nature and woods', 3.3892497e-06]]
[['47.7695728, -117.8920427'], ['non-scenic', 4.4456592e-05], ['nature and woods', 8.4760122e-06], ['nature and woods', 1.8331793e-06]]
[['47.7785907, -117.88577'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7875184, -117.8897243'], ['nature and woods', 0.0001123639], ['non-scenic', 5.4084721e-05], ['nature and woods', 3.1261739e-06]]
[['47.7983041, -117.8760909'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8052915, -117.8927567'], ['non-scenic', 3.715849e-05], ['nature and woods', 1.4257836e-05], ['non-scenic', 9.9607869e-06]]
[['47.8169654, -117.8875386'], ['non-scenic', 1.3677472e-05], ['fields', 1.2071211e-05], ['non-scenic', 4.9476248e-06]]
[['47.8238443, -117.8818348'], ['fields', 4.6121633e-05], ['non-scenic', 1.233089e-05], ['non-scenic', 3.6317349e-06]]
[['47.8344628, -117.8844816'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8419016, -117.8816361'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.85230379999999, -117.8823021'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8599167, -117.8848419'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8698469, -117.8776394'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.87663089999999, -117.8826963'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.88352270000001, -117.88323'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.89414379999999, -117.877499'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9024398, -117.8814199'], ['nature and woods', 3.422569e-05], ['nature and woods', 2.3327879e-05], ['nature and woods', 1.7713519e-05]]
[['47.9130541, -117.8849795'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.922672, -117.8712987'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9314445, -117.8756022'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9385059, -117.876075'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9496701, -117.8823915'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9569833, -117.8789411'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.96783490000001, -117.8933422'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9770856, -117.8824371'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9864164, -117.8852331'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.9951219, -117.882212'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.00600290000001, -117.883053'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0128109, -117.8807245'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0236193, -117.8867146'], ['nature and woods', 0.00093129976], ['nature and woods', 3.5603633e-05], ['non-scenic', 1.1540325e-05]]
[['48.0302208, -117.8808124'], ['non-scenic', 0.00030477656], ['nature and woods', 6.6772394e-05], ['non-scenic', 1.1425423e-05]]
[['48.0422593, -117.8838312'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0491251, -117.8821903'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0578352, -117.8852649'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.06154309999999, -117.8861209'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0800391, -117.8820569'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0818331, -117.8782477'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0833654, -117.8892147'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.0969654, -117.8621827'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1261158, -117.8729375'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1270236, -117.8749007'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1312254, -117.8829494'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1402292, -117.8816753'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1464987, -117.8890216'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1601673, -117.8777201'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1662623, -117.8827673'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.174076, -117.88343'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.1847624, -117.8835453'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.19156539999999, -117.8823677'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2006497, -117.8814853'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.211574, -117.883062'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2208226, -117.8796429'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.22908899999999, -117.8825186'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.233905, -117.8778184'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.26575589999999, -117.8833871'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2714906, -117.8830551'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.28667189999999, -117.886406'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.2892279, -117.8899341'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3032514, -117.8869723'], ['nature and woods', 9.5423038e-06], ['nature and woods', 1.8533628e-06], ['nature and woods', 8.27549e-07]]
[['48.3094797, -117.8799907'], ['nature and woods', 8.1765429e-06], ['nature and woods', 5.6100275e-06], ['nature and woods', 3.335404e-06]]
[['48.3204846, -117.8803799'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3283261, -117.8802073'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3371807, -117.8824669'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3498729, -117.8810819'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3550847, -117.8806559'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.36410189999999, -117.8809693'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3714042, -117.8862722'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3808848, -117.8825206'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.3866258, -117.8858942'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4043125, -117.8684676'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4140337, -117.8874384'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4179441, -117.8851461'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4302021, -117.8792424'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4361026, -117.8821721'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4443066, -117.8856559'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4569818, -117.8829436'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4627385, -117.8834746'], ['non-scenic', 0.00036115036], ['non-scenic', 9.9583885e-05], ['non-scenic', 5.9977927e-05]]
[['48.4719319, -117.8834168'], ['non-scenic', 8.8873545e-05], ['non-scenic', 6.1571751e-05], ['fields', 5.0532649e-06]]
[['48.4764667, -117.8868055'], ['fields', 4.6516809e-05], ['non-scenic', 2.8896879e-05], ['nature and woods', 1.4196892e-05]]
[['48.492811, -117.87773'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.4990229, -117.8840065'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5080276, -117.8848211'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5175067, -117.8838314'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5259667, -117.8807267'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5350768, -117.8824624'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5437094, -117.8817501'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5530778, -117.8820571'], ['non-scenic', 0.00014615279], ['non-scenic', 1.1454081e-05], ['non-scenic', 5.1457114e-06]]
[['48.5619864, -117.8796568'], ['non-scenic', 2.2539747e-05], ['non-scenic', 3.9131514e-06], ['non-scenic', 2.9125936e-06]]
[['48.5723408, -117.8824913'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5801052, -117.8795218'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.5895484, -117.8804376'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.598049, -117.8824622'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6092847, -117.8919987'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6094604, -117.8920258'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6271925, -117.8933904'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6350262, -117.8955359'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6452176, -117.8863228'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6518806, -117.8824644'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6629151, -117.8850695'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6671732, -117.8813131'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.6806801, -117.8777282'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.68830879999999, -117.8817351'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.695774, -117.8788399'], ['nature and woods', 6.3377898e-05], ['nature and woods', 4.2786533e-06], ['nature and woods', 8.0337395e-07]]
[['48.70577650000001, -117.8813819'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7151633, -117.876826'], ['non-scenic', 3.7629674e-05], ['non-scenic', 1.2460192e-05], ['nature and woods', 7.5290695e-06]]
[['48.7255298, -117.8784039'], ['nature and woods', 9.4265806e-06], ['nature and woods', 4.709776e-06], ['nature and woods', 1.4834559e-06]]
[['48.7329764, -117.8788447'], ['nature and woods', 5.8898795e-06], ['nature and woods', 5.0820331e-06], ['nature and woods', 3.2296234e-06]]
[['48.74635869999999, -117.8894405'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.750198, -117.883209'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7603212, -117.8936883'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7677765, -117.8924421'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7788873, -117.8956208'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.7884412, -117.8728913'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.79786619999999, -117.8961314'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8022465, -117.8677093'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8363421, -117.8900245'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8370034, -117.8873572'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.84093319999999, -117.8831651'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.84962849999999, -117.8819587'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8578904, -117.8820549'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8664863, -117.8766771'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.8756096, -117.8835763'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.88601999999999, -117.8846994'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.89616849999999, -117.8805612'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9038072, -117.8826272'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9102897, -117.8788001'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.921885, -117.8815826'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9300704, -117.8791135'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9370229, -117.873699'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['48.9524964, -117.8841703'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2135255, -117.8711748'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2213575, -117.8746804'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2295907, -117.876186'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2410444, -117.865854'], ['fields', 8.5710722e-05], ['non-scenic', 7.1768254e-06], ['non-scenic', 6.4634487e-06]]
[['46.2480924, -117.8706226'], ['fields', 8.6571134e-05], ['non-scenic', 4.622473e-05], ['non-scenic', 3.6611627e-06]]
[['46.2581589, -117.8683408'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.268838, -117.8702238'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2736958, -117.8632677'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.2902611, -117.8720551'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.29317770000001, -117.8668142'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3033848, -117.86974'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3116908, -117.8687441'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.314318, -117.8747489'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.334241, -117.8704306'], ['non-scenic', 4.1166706e-05], ['non-scenic', 2.3390316e-05], ['fields', 4.190967e-06]]
[['46.3393778, -117.8678826'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3469993, -117.8707217'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3605487, -117.8684877'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.362882, -117.8719326'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3823447, -117.8685079'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3828012, -117.8679504'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.3977897, -117.8759485'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4016436, -117.8681736'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4111299, -117.8755339'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.41944780000001, -117.8754408'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4302391, -117.862251'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4379335, -117.8692428'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.4406374, -117.8646721'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
