[['48.6521269, -117.9329583'], ['mountain', 3.1735675e-05], ['nature and woods', 2.9545303e-05], ['nature and woods', 2.1660055e-05]]
[['46.4641206, -117.8661255'], ['fields', 2.51004e-05], ['non-scenic', 3.0242611e-06], ['non-scenic', 2.5374011e-06]]
[['46.46454800000001, -117.868932'], ['fields', 2.7767474e-05], ['non-scenic', 8.8295637e-06], ['non-scenic', 3.2376968e-06]]
[['46.4651494, -117.8723023'], ['nature and woods', 6.357026e-05], ['non-scenic', 1.7210634e-05], ['fields', 6.9837438e-06]]
[['46.4880313, -117.8717765'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.48969750000001, -117.8680744'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.529394, -117.8551582'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5408032, -117.8654947'], ['non-scenic', 0.00010343575], ['non-scenic', 4.4650292e-06], ['non-scenic', 1.6355365e-06]]
[['46.546251, -117.8685213'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5487341, -117.8738051'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.564059, -117.8687747'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5735998, -117.8727338'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5753792, -117.875361'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.5993056, -117.8570125'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6006999, -117.8554775'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6178629, -117.8931133'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6241723, -117.8924564'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6317445, -117.8945684'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6406783, -117.8958349'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6688716, -117.8541841'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.672661, -117.8614524'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6740169, -117.8649669'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.6770767, -117.8693206'], ['non-scenic', 4.908902e-05], ['fields', 4.1567648e-05], ['non-scenic', 3.7099249e-05]]
[['46.6771306, -117.8701322'], ['non-scenic', 0.00012835639], ['non-scenic', 5.3073003e-05], ['non-scenic', 3.9271759e-05]]
[['46.7047055, -117.8740647'], ['fields', 8.4524341e-05], ['non-scenic', 5.8136156e-05], ['non-scenic', 3.0504696e-05]]
[['46.7082993, -117.8693691'], ['fields', 6.5933447e-05], ['non-scenic', 2.1961696e-05], ['non-scenic', 1.5424555e-06]]
[['46.7170115, -117.8635985'], ['non-scenic', 7.2545488e-05], ['non-scenic', 1.4539713e-05], ['non-scenic', 1.2702575e-05]]
[['46.724945, -117.8632228'], ['water', 3.4431338e-05], ['non-scenic', 1.492844e-05], ['non-scenic', 1.5831087e-06]]
[['46.7351703, -117.8683829'], ['nature and woods', 6.2674117e-05], ['non-scenic', 7.1282634e-06], ['non-scenic', 3.6277006e-06]]
[['46.7446497, -117.8714507'], ['non-scenic', 2.1693182e-05], ['non-scenic', 1.5698595e-05], ['non-scenic', 7.2729727e-06]]
[['46.7526523, -117.8673663'], ['fields', 6.1182186e-06], ['fields', 5.2183536e-06], ['non-scenic', 2.8111201e-06]]
[['46.7629023, -117.8642215'], ['fields', 4.1830819e-05], ['non-scenic', 4.5756701e-06], ['non-scenic', 3.1393049e-06]]
[['46.7708602, -117.8643605'], ['nature and woods', 0.00047700381], ['non-scenic', 7.3947413e-05], ['non-scenic', 5.2310657e-05]]
[['46.7794648, -117.8639411'], ['fields', 1.8793351e-05], ['non-scenic', 1.2316892e-05], ['non-scenic', 4.5233824e-06]]
[['46.78909789999999, -117.8633268'], ['fields', 3.3237375e-05], ['non-scenic', 2.2336004e-05], ['non-scenic', 2.2714896e-06]]
[['46.7972319, -117.8685503'], ['fields', 9.5191688e-05], ['non-scenic', 1.0426006e-05], ['non-scenic', 7.6208294e-06]]
[['46.812888, -117.875898'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.8195521, -117.8709842'], ['fields', 4.7693728e-05], ['non-scenic', 1.4698283e-05], ['non-scenic', 1.2069097e-05]]
[['46.826167, -117.8711941'], ['fields', 2.3252804e-05], ['non-scenic', 5.3369531e-06], ['non-scenic', 3.0381671e-06]]
[['46.8348763, -117.8707249'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.84064619999999, -117.8658809'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.85171570000001, -117.8599107'], ['non-scenic', 5.8773956e-05], ['non-scenic', 3.6021251e-05], ['non-scenic', 3.0744264e-05]]
[['46.8594877, -117.8577602'], ['fields', 0.00020480358], ['non-scenic', 2.6699165e-05], ['non-scenic', 1.9213201e-05]]
[['46.86713930000001, -117.8585792'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.87717809999999, -117.8535259'], ['fields', 0.00022273074], ['non-scenic', 2.0822443e-05], ['non-scenic', 3.0919205e-06]]
[['46.8828065, -117.8501738'], ['fields', 6.468052e-05], ['non-scenic', 2.1323371e-05], ['non-scenic', 4.981327e-06]]
[['46.9124423, -117.866437'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9352846, -117.8727471'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9389455, -117.8682736'], ['fields', 0.00010760946], ['non-scenic', 2.7341806e-05], ['non-scenic', 4.8777802e-06]]
[['46.95477409999999, -117.8707333'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9599525, -117.8627297'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9736217, -117.868762'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9736217, -117.8687489'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9884356, -117.8744846'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['46.9926544, -117.8744784'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0064003, -117.8727745'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0137669, -117.8707014'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.02313669999999, -117.8705611'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0321608, -117.868752'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0324366, -117.8706104'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0492147, -117.8501339'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0493503, -117.8500674'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0760051, -117.851851'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0844669, -117.8678185'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.08607900000001, -117.8688839'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.0946672, -117.8667798'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1072935, -117.8697679'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.109012, -117.8671238'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1237784, -117.8824034'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1295172, -117.8821209'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1446549, -117.8779533'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.1503926, -117.8755147'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.157293, -117.8687928'], ['fields', 2.5027535e-05], ['non-scenic', 1.2842065e-05], ['non-scenic', 9.6976737e-06]]
[['47.1671638, -117.8701841'], ['fields', 1.8259456e-05], ['non-scenic', 1.2932606e-05], ['non-scenic', 1.2017391e-05]]
[['47.1760359, -117.8707965'], ['non-scenic', 1.6605221e-05], ['non-scenic', 1.648137e-05], ['non-scenic', 1.0964919e-05]]
[['47.1850251, -117.8712019'], ['non-scenic', 1.6327887e-05], ['fields', 1.4630209e-05], ['non-scenic', 1.1825429e-05]]
[['47.1918162, -117.8744882'], ['fields', 4.2759664e-05], ['non-scenic', 8.3934065e-06], ['non-scenic', 8.3476225e-06]]
[['47.1971184, -117.8793595'], ['nature and woods', 3.1857304e-05], ['non-scenic', 1.2497221e-05], ['non-scenic', 4.6484815e-06]]
[['47.2149773, -117.8667874'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2228527, -117.8718365'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.22887540000001, -117.8668729'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2338106, -117.8602734'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2475811, -117.8547365'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2584054, -117.8679194'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2602358, -117.87327'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2792864, -117.8666519'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.2851679, -117.8688691'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.28571669999999, -117.8728856'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.28729999999999, -117.878818'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.326557, -117.876872'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.327583, -117.8721476'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3290178, -117.8686649'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3408068, -117.8728458'], ['non-scenic', 0.0010033721], ['non-scenic', 0.00023423236], ['nature and woods', 4.5010704e-05]]
[['47.3453636, -117.8661961'], ['non-scenic', 6.3505358e-05], ['non-scenic', 5.155255e-05], ['non-scenic', 3.4609449e-05]]
[['47.3543405, -117.8662249'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3662345, -117.8610859'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.3758735, -117.8716906'], ['non-scenic', 4.1227653e-05], ['non-scenic', 2.3185919e-05], ['fields', 1.1792386e-05]]
[['47.380998, -117.8654077'], ['fields', 0.00015312835], ['non-scenic', 2.1102385e-05], ['non-scenic', 5.4487869e-06]]
[['47.3913087, -117.8649708'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4059307, -117.8690368'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4059446, -117.8685156'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.424283, -117.8701724'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4245533, -117.8678795'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.4389349, -117.8697482'], ['non-scenic', 6.9058151e-05], ['nature and woods', 4.772918e-05], ['non-scenic', 1.5153468e-05]]
[['47.4439016, -117.8627341'], ['non-scenic', 0.00018319421], ['non-scenic', 1.7119255e-05], ['non-scenic', 6.3482712e-06]]
[['47.45645520000001, -117.8636367'], ['fields', 0.0001449265], ['fields', 1.3300949e-05], ['non-scenic', 3.497031e-06]]
[['47.4643257, -117.8662032'], ['non-scenic', 4.8733127e-05], ['non-scenic', 2.1726406e-05], ['fields', 4.7730646e-06]]
[['47.4727506, -117.8661918'], ['non-scenic', 3.3805591e-05], ['non-scenic', 2.3876413e-05], ['fields', 1.7163406e-05]]
[['47.4808542, -117.8628775'], ['fields', 1.2798766e-05], ['non-scenic', 1.1101671e-05], ['non-scenic', 3.9858605e-06]]
[['47.4940375, -117.8686798'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.50062570000001, -117.8768465'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5072877, -117.8669639'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5217138, -117.8688018'], ['fields', 1.3549104e-05], ['fields', 1.1976085e-05], ['fields', 9.7836983e-07]]
[['47.52317480000001, -117.8641155'], ['fields', 6.9720322e-06], ['fields', 5.4975085e-06], ['non-scenic', 2.5301715e-06]]
[['47.5362549, -117.8687565'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5507794, -117.8687796'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5507795, -117.8687414'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5653137, -117.868762'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5653137, -117.8687354'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.5798707, -117.8687405'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.57987139999999, -117.8686296'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6044168, -117.8703414'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.6080777, -117.8651688'], ['fields', 3.8653156e-06], ['fields', 3.048636e-06], ['fields', 1.7401777e-06]]
[['47.6144827, -117.8652396'], ['fields', 9.9707504e-06], ['nature and woods', 2.8721654e-06], ['nature and woods', 5.0733763e-07]]
[['47.626093, -117.8623675'], ['fields', 3.0623589e-05], ['fields', 3.9415822e-06], ['nature and woods', 3.6047995e-06]]
[['47.6355416, -117.8626101'], ['nature and woods', 4.9090457e-05], ['fields', 2.3609029e-05], ['nature and woods', 1.3884116e-05]]
[['47.6432657, -117.8629374'], ['non-scenic', 0.0001515292], ['non-scenic', 9.8483237e-05], ['nature and woods', 6.2708532e-06]]
[['47.6531284, -117.8624855'], ['fields', 2.7533459e-05], ['fields', 2.06408e-05], ['fields', 2.2085208e-06]]
[['47.6654507, -117.8686248'], ['nature and woods', 0.00019264592], ['water', 2.4596307e-05], ['non-scenic', 1.4849557e-05]]
[['47.6695561, -117.8687326'], ['non-scenic', 0.00014416645], ['non-scenic', 4.2885167e-05], ['non-scenic', 1.0827267e-05]]
[['47.6839148, -117.8728377'], ['fields', 4.5106481e-05], ['fields', 1.0308635e-05], ['fields', 6.0310394e-06]]
[['47.6871322, -117.8684725'], ['sightseeing', 3.0736857e-05], ['nature and woods', 1.3964707e-05], ['non-scenic', 3.5125511e-06]]
[['47.7013448, -117.8687527'], ['fields', 0.00067871518], ['fields', 5.7532881e-05], ['fields', 2.0186665e-06]]
[['47.7087193, -117.8747341'], ['non-scenic', 3.4162011e-05], ['non-scenic', 2.069917e-05], ['non-scenic', 3.1495592e-06]]
[['47.7163033, -117.871557'], ['non-scenic', 0.00016343802], ['non-scenic', 2.1038268e-05], ['non-scenic', 4.3089503e-06]]
[['47.7250199, -117.8698738'], ['non-scenic', 3.0846219e-05], ['non-scenic', 7.7986315e-06], ['non-scenic', 7.1160371e-06]]
[['47.7339957, -117.8705706'], ['non-scenic', 6.5881584e-05], ['non-scenic', 6.5968316e-06], ['non-scenic', 5.9027602e-06]]
[['47.7424211, -117.8683097'], ['nature and woods', 5.4829805e-05], ['non-scenic', 1.4685171e-05], ['non-scenic', 3.9568577e-06]]
[['47.7522139, -117.8687634'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7612045, -117.8637252'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.770107, -117.8640002'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7789916, -117.8638891'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7880431, -117.8634903'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.7995413, -117.8686709'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8012996, -117.8690842'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8193888, -117.8630076'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.824307, -117.8672565'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8333582, -117.8687693'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8424547, -117.8686875'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8514024, -117.8682711'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8599571, -117.8686465'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8690864, -117.8652807'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8773935, -117.8659408'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8870851, -117.8651904'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
[['47.8967803, -117.8687659'], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719], ['non-scenic', 0.00011504719]]
